design_id,censor_model,architecture,architecture_name,architecture_label,architecture_description,architecture_endpoint_pool,architecture_endpoint_rotation_period,architecture_endpoint_rotation_fraction,architecture_protocol_rotation_period,architecture_protocol_diversity,architecture_passive_separability,architecture_probe_confirmation,architecture_discovery_rate,architecture_collateral_weight,architecture_transport_overhead,architecture_provider_controls_plaintext,architecture_provider_controls_delivery,architecture_domestically_permitted,censor_name,censor_label,censor_path_control,censor_endpoint_control,censor_platform_control,censor_adaptive_training,censor_false_positive_cap,censor_probe_budget,censor_block_budget,censor_retrain_interval,censor_block_ttl,censor_reputation_threshold,censor_path_enforcement,censor_platform_filter_rate,network_name,network_label,network_latency_ms,network_jitter_ms,network_loss_rate,network_bandwidth_mbps
design-0002,adaptive_composed,fixed_proxy,fixed_proxy,Fixed App Proxy,"Application-integrated E2EE proxy with a small, stable endpoint set.",15,0,0.0,0,0.023510317545835734,0.4554080029847787,0.4695545109268808,0.48271367379845176,0.08,1.2139524789848766,False,False,False,adaptive_composed,Adaptive composed model,True,True,True,True,0.0011481032495908867,8,15,2,12,3,0.9824580413445446,0.43390029672787,robustness-mobile,Mobile-like,110.12731451089657,35.040509162557996,0.03326868206219368,16.08251597231719
design-0002,adaptive_composed,generated_transport,generated_transport,Generated Transport,Per-deployment structured protocol diversity with moderate endpoint churn.,42,6,0.25,4,0.17632738159376798,0.2602331445627307,0.1956477128862003,0.2564416392054275,0.22,1.2573079246629077,False,False,False,adaptive_composed,Adaptive composed model,True,True,True,True,0.0011481032495908867,8,15,2,12,3,0.9824580413445446,0.43390029672787,robustness-mobile,Mobile-like,110.12731451089657,35.040509162557996,0.03326868206219368,16.08251597231719
design-0002,adaptive_composed,ephemeral_relay,ephemeral_relay,Ephemeral Relay,Large relay population with frequent endpoint replacement and session recovery.,180,1,0.35,0,0.04702063509167147,0.4163730313003691,0.2869499788997605,0.15084802306201617,0.18,1.3440188160189703,False,False,False,adaptive_composed,Adaptive composed model,True,True,True,True,0.0011481032495908867,8,15,2,12,3,0.9824580413445446,0.43390029672787,robustness-mobile,Mobile-like,110.12731451089657,35.040509162557996,0.03326868206219368,16.08251597231719
design-0002,adaptive_composed,platform_controlled,platform_controlled,Permitted Platform,Domestically permitted service whose provider terminates confidentiality and controls delivery.,18,0,0.0,0,0.011755158772917867,0.13011657228136536,0.032607952147700056,0.04525440691860485,0.85,1.0405306962727512,True,True,True,adaptive_composed,Adaptive composed model,True,True,True,True,0.0011481032495908867,8,15,2,12,3,0.9824580413445446,0.43390029672787,robustness-mobile,Mobile-like,110.12731451089657,35.040509162557996,0.03326868206219368,16.08251597231719
design-0003,classifier_dominant,direct_e2ee,direct_e2ee,Direct E2EE,Stable foreign service endpoints with an end-to-end content boundary.,6,0,0.0,0,0.04046691209353121,0.4182326036338418,0.111100038844841,0.8516566369802105,0.25,1.1159731660355363,False,False,False,classifier_dominant,Classifier-dominant path model,True,False,False,True,0.0005550266426575146,0,0,8,9,4,0.8111383561685698,0.4800562716384851,robustness-mobile,Mobile-like,92.16787948618945,29.32614347287846,0.03370817431999886,8.323278577989466
design-0003,classifier_dominant,fixed_proxy,fixed_proxy,Fixed App Proxy,"Application-integrated E2EE proxy with a small, stable endpoint set.",10,0,0.0,0,0.053955882791374955,0.48793803757281545,0.444400155379364,0.4955093160612134,0.08,1.2498899459598007,False,False,False,classifier_dominant,Classifier-dominant path model,True,False,False,True,0.0005550266426575146,0,0,8,9,4,0.8111383561685698,0.4800562716384851,robustness-mobile,Mobile-like,92.16787948618945,29.32614347287846,0.03370817431999886,8.323278577989466
design-0003,classifier_dominant,generated_transport,generated_transport,Generated Transport,Per-deployment structured protocol diversity with moderate endpoint churn.,27,8,0.25,4,0.40466912093531215,0.2788217357558946,0.18516673140806833,0.2632393241575196,0.22,1.294528872601222,False,False,False,classifier_dominant,Classifier-dominant path model,True,False,False,True,0.0005550266426575146,0,0,8,9,4,0.8111383561685698,0.4800562716384851,robustness-mobile,Mobile-like,92.16787948618945,29.32614347287846,0.03370817431999886,8.323278577989466
design-0003,classifier_dominant,ephemeral_relay,ephemeral_relay,Ephemeral Relay,Large relay population with frequent endpoint replacement and session recovery.,117,2,0.35,0,0.10791176558274991,0.44611477720943127,0.2715778727318336,0.1548466612691292,0.18,1.383806725884065,False,False,False,classifier_dominant,Classifier-dominant path model,True,False,False,True,0.0005550266426575146,0,0,8,9,4,0.8111383561685698,0.4800562716384851,robustness-mobile,Mobile-like,92.16787948618945,29.32614347287846,0.03370817431999886,8.323278577989466
design-0003,classifier_dominant,platform_controlled,platform_controlled,Permitted Platform,Domestically permitted service whose provider terminates confidentiality and controls delivery.,12,0,0.0,0,0.026977941395687478,0.1394108678779473,0.030861121901344726,0.046453998380738756,0.85,1.0713342393941148,True,True,True,classifier_dominant,Classifier-dominant path model,True,False,False,True,0.0005550266426575146,0,0,8,9,4,0.8111383561685698,0.4800562716384851,robustness-mobile,Mobile-like,92.16787948618945,29.32614347287846,0.03370817431999886,8.323278577989466
design-0003,endpoint_discovery_dominant,direct_e2ee,direct_e2ee,Direct E2EE,Stable foreign service endpoints with an end-to-end content boundary.,6,0,0.0,0,0.04046691209353121,0.4182326036338418,0.111100038844841,0.8516566369802105,0.25,1.1159731660355363,False,False,False,endpoint_discovery_dominant,Endpoint-discovery model,False,True,False,False,0.0005550266426575146,5,6,8,18,2,0.8111383561685698,0.4800562716384851,robustness-mobile,Mobile-like,92.16787948618945,29.32614347287846,0.03370817431999886,8.323278577989466
design-0003,endpoint_discovery_dominant,fixed_proxy,fixed_proxy,Fixed App Proxy,"Application-integrated E2EE proxy with a small, stable endpoint set.",10,0,0.0,0,0.053955882791374955,0.48793803757281545,0.444400155379364,0.4955093160612134,0.08,1.2498899459598007,False,False,False,endpoint_discovery_dominant,Endpoint-discovery model,False,True,False,False,0.0005550266426575146,5,6,8,18,2,0.8111383561685698,0.4800562716384851,robustness-mobile,Mobile-like,92.16787948618945,29.32614347287846,0.03370817431999886,8.323278577989466
design-0003,endpoint_discovery_dominant,generated_transport,generated_transport,Generated Transport,Per-deployment structured protocol diversity with moderate endpoint churn.,27,8,0.25,4,0.40466912093531215,0.2788217357558946,0.18516673140806833,0.2632393241575196,0.22,1.294528872601222,False,False,False,endpoint_discovery_dominant,Endpoint-discovery model,False,True,False,False,0.0005550266426575146,5,6,8,18,2,0.8111383561685698,0.4800562716384851,robustness-mobile,Mobile-like,92.16787948618945,29.32614347287846,0.03370817431999886,8.323278577989466
design-0003,endpoint_discovery_dominant,ephemeral_relay,ephemeral_relay,Ephemeral Relay,Large relay population with frequent endpoint replacement and session recovery.,117,2,0.35,0,0.10791176558274991,0.44611477720943127,0.2715778727318336,0.1548466612691292,0.18,1.383806725884065,False,False,False,endpoint_discovery_dominant,Endpoint-discovery model,False,True,False,False,0.0005550266426575146,5,6,8,18,2,0.8111383561685698,0.4800562716384851,robustness-mobile,Mobile-like,92.16787948618945,29.32614347287846,0.03370817431999886,8.323278577989466
design-0003,endpoint_discovery_dominant,platform_controlled,platform_controlled,Permitted Platform,Domestically permitted service whose provider terminates confidentiality and controls delivery.,12,0,0.0,0,0.026977941395687478,0.1394108678779473,0.030861121901344726,0.046453998380738756,0.85,1.0713342393941148,True,True,True,endpoint_discovery_dominant,Endpoint-discovery model,False,True,False,False,0.0005550266426575146,5,6,8,18,2,0.8111383561685698,0.4800562716384851,robustness-mobile,Mobile-like,92.16787948618945,29.32614347287846,0.03370817431999886,8.323278577989466
design-0003,resource_bounded_composed,direct_e2ee,direct_e2ee,Direct E2EE,Stable foreign service endpoints with an end-to-end content boundary.,6,0,0.0,0,0.04046691209353121,0.4182326036338418,0.111100038844841,0.8516566369802105,0.25,1.1159731660355363,False,False,False,resource_bounded_composed,Resource-bounded composed model,True,True,True,True,0.0005550266426575146,1,2,8,9,4,0.8111383561685698,0.4800562716384851,robustness-mobile,Mobile-like,92.16787948618945,29.32614347287846,0.03370817431999886,8.323278577989466
design-0003,resource_bounded_composed,fixed_proxy,fixed_proxy,Fixed App Proxy,"Application-integrated E2EE proxy with a small, stable endpoint set.",10,0,0.0,0,0.053955882791374955,0.48793803757281545,0.444400155379364,0.4955093160612134,0.08,1.2498899459598007,False,False,False,resource_bounded_composed,Resource-bounded composed model,True,True,True,True,0.0005550266426575146,1,2,8,9,4,0.8111383561685698,0.4800562716384851,robustness-mobile,Mobile-like,92.16787948618945,29.32614347287846,0.03370817431999886,8.323278577989466
design-0003,resource_bounded_composed,generated_transport,generated_transport,Generated Transport,Per-deployment structured protocol diversity with moderate endpoint churn.,27,8,0.25,4,0.40466912093531215,0.2788217357558946,0.18516673140806833,0.2632393241575196,0.22,1.294528872601222,False,False,False,resource_bounded_composed,Resource-bounded composed model,True,True,True,True,0.0005550266426575146,1,2,8,9,4,0.8111383561685698,0.4800562716384851,robustness-mobile,Mobile-like,92.16787948618945,29.32614347287846,0.03370817431999886,8.323278577989466
design-0003,resource_bounded_composed,ephemeral_relay,ephemeral_relay,Ephemeral Relay,Large relay population with frequent endpoint replacement and session recovery.,117,2,0.35,0,0.10791176558274991,0.44611477720943127,0.2715778727318336,0.1548466612691292,0.18,1.383806725884065,False,False,False,resource_bounded_composed,Resource-bounded composed model,True,True,True,True,0.0005550266426575146,1,2,8,9,4,0.8111383561685698,0.4800562716384851,robustness-mobile,Mobile-like,92.16787948618945,29.32614347287846,0.03370817431999886,8.323278577989466
design-0003,resource_bounded_composed,platform_controlled,platform_controlled,Permitted Platform,Domestically permitted service whose provider terminates confidentiality and controls delivery.,12,0,0.0,0,0.026977941395687478,0.1394108678779473,0.030861121901344726,0.046453998380738756,0.85,1.0713342393941148,True,True,True,resource_bounded_composed,Resource-bounded composed model,True,True,True,True,0.0005550266426575146,1,2,8,9,4,0.8111383561685698,0.4800562716384851,robustness-mobile,Mobile-like,92.16787948618945,29.32614347287846,0.03370817431999886,8.323278577989466
design-0003,adaptive_composed,direct_e2ee,direct_e2ee,Direct E2EE,Stable foreign service endpoints with an end-to-end content boundary.,6,0,0.0,0,0.04046691209353121,0.4182326036338418,0.111100038844841,0.8516566369802105,0.25,1.1159731660355363,False,False,False,adaptive_composed,Adaptive composed model,True,True,True,True,0.0005550266426575146,3,5,8,15,3,0.8111383561685698,0.4800562716384851,robustness-mobile,Mobile-like,92.16787948618945,29.32614347287846,0.03370817431999886,8.323278577989466
design-0003,adaptive_composed,fixed_proxy,fixed_proxy,Fixed App Proxy,"Application-integrated E2EE proxy with a small, stable endpoint set.",10,0,0.0,0,0.053955882791374955,0.48793803757281545,0.444400155379364,0.4955093160612134,0.08,1.2498899459598007,False,False,False,adaptive_composed,Adaptive composed model,True,True,True,True,0.0005550266426575146,3,5,8,15,3,0.8111383561685698,0.4800562716384851,robustness-mobile,Mobile-like,92.16787948618945,29.32614347287846,0.03370817431999886,8.323278577989466
design-0003,adaptive_composed,generated_transport,generated_transport,Generated Transport,Per-deployment structured protocol diversity with moderate endpoint churn.,27,8,0.25,4,0.40466912093531215,0.2788217357558946,0.18516673140806833,0.2632393241575196,0.22,1.294528872601222,False,False,False,adaptive_composed,Adaptive composed model,True,True,True,True,0.0005550266426575146,3,5,8,15,3,0.8111383561685698,0.4800562716384851,robustness-mobile,Mobile-like,92.16787948618945,29.32614347287846,0.03370817431999886,8.323278577989466
design-0003,adaptive_composed,ephemeral_relay,ephemeral_relay,Ephemeral Relay,Large relay population with frequent endpoint replacement and session recovery.,117,2,0.35,0,0.10791176558274991,0.44611477720943127,0.2715778727318336,0.1548466612691292,0.18,1.383806725884065,False,False,False,adaptive_composed,Adaptive composed model,True,True,True,True,0.0005550266426575146,3,5,8,15,3,0.8111383561685698,0.4800562716384851,robustness-mobile,Mobile-like,92.16787948618945,29.32614347287846,0.03370817431999886,8.323278577989466
design-0003,adaptive_composed,platform_controlled,platform_controlled,Permitted Platform,Domestically permitted service whose provider terminates confidentiality and controls delivery.,12,0,0.0,0,0.026977941395687478,0.1394108678779473,0.030861121901344726,0.046453998380738756,0.85,1.0713342393941148,True,True,True,adaptive_composed,Adaptive composed model,True,True,True,True,0.0005550266426575146,3,5,8,15,3,0.8111383561685698,0.4800562716384851,robustness-mobile,Mobile-like,92.16787948618945,29.32614347287846,0.03370817431999886,8.323278577989466
design-0004,classifier_dominant,direct_e2ee,direct_e2ee,Direct E2EE,Stable foreign service endpoints with an end-to-end content boundary.,9,0,0.0,0,0.018741963120329056,0.2227279938569555,0.2582606679368459,0.3314921732501857,0.25,0.9805648273943057,False,False,False,classifier_dominant,Classifier-dominant path model,True,False,False,True,0.0009717690674982657,0,0,6,5,4,0.8880822184812104,0.575189621891822,robustness-mobile,Mobile-like,108.0366277814177,34.375290657723816,0.04088202586957472,7.78854515344695
design-0004,classifier_dominant,fixed_proxy,fixed_proxy,Fixed App Proxy,"Application-integrated E2EE proxy with a small, stable endpoint set.",14,0,0.0,0,0.024989284160438743,0.25984932616644807,1.0,0.19286817352738075,0.08,1.0982326066816226,False,False,False,classifier_dominant,Classifier-dominant path model,True,False,False,True,0.0009717690674982657,0,0,6,5,4,0.8880822184812104,0.575189621891822,robustness-mobile,Mobile-like,108.0366277814177,34.375290657723816,0.04088202586957472,7.78854515344695
